,file,emotion,speaker,text
471,./wav_path/./wav_path/Ses01F_script03_2_F035.wav,e2,Ses01F,YOU ARE FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF .
472,./wav_path/./wav_path/Ses01F_script03_2_F036.wav,e2,Ses01F,I  WON'T LET  GO LET  GO OF ME . LISTEN  LISTEN I'M SICK AND TIRED OF LISTENING TO YOU YOU SADISTIC BULLY .
473,./wav_path/./wav_path/Ses01F_script03_2_F037.wav,e2,Ses01F,OH . SHUT . UP . LET GO I HATE YOU . I HATE YOU DO YOU HEAR . YOU ARE A CONCEITED AND OVERBEARING AND UTTERLY IMPOSSIBLE .
474,./wav_path/./wav_path/Ses01F_script03_2_F038.wav,e2,Ses01F,THIS IS THE END DO YOU HEAR ME  FINALLY AND FOREVER .
475,./wav_path/./wav_path/Ses01F_script03_2_F039.wav,e2,Ses01F,OH . YES I AM .
476,./wav_path/./wav_path/Ses01F_script03_2_F040.wav,e2,Ses01F,YES  I . AM STOP IT STOP IT LET GO . OF ME OH YOU'RE A CRUEL  FIEND I LOATHE AND I HATE YOU . MARRY YOU AGAIN NEVER NEVER NEVER I HOPE YOU DIE . IN TORMENT YOU BRUTE BEAST CAD .
477,./wav_path/./wav_path/Ses01F_script03_2_M001.wav,e0,Ses01M,HOWEVER I BELIEVE THE REAL CAUSE OF THAT ROW WAS . PETER  BURDEN .
478,./wav_path/./wav_path/Ses01F_script03_2_M002.wav,e0,Ses01M,I KNEW NOTHING OF THE SORT  YOU TOOK PRESENTS FROM HIM .
479,./wav_path/./wav_path/Ses01F_script03_2_M004.wav,e0,Ses01M,YOU WENT OUT OF YOUR WAY TO TORTURE ME OVER  PETER . BURDEN .
480,./wav_path/./wav_path/Ses01F_script03_2_M007.wav,e2,Ses01M,WHAT ABOUT ME .
481,./wav_path/./wav_path/Ses01F_script03_2_M010.wav,e0,Ses01M,I'LL HAVE A LITTLE I THINK .
482,./wav_path/./wav_path/Ses01F_script03_2_M011.wav,e0,Ses01M,NO PARTICULAR REASON . ANYHOW THEY ARE VERY SMALL ONES .
483,./wav_path/./wav_path/Ses01F_script03_2_M014.wav,e2,Ses01M,REALLY AMANDA .
484,./wav_path/./wav_path/Ses01F_script03_2_M016.wav,e0,Ses01M,YOU GOING OUT SOMEWHERE DEAR .
485,./wav_path/./wav_path/Ses01F_script03_2_M018.wav,e0,Ses01M,WELL AS A MATTER OF FACT YES THAT'S PERFECTLY TRUE .
486,./wav_path/./wav_path/Ses01F_script03_2_M019.wav,e0,Ses01M,YES IT IS .
487,./wav_path/./wav_path/Ses01F_script03_2_M020.wav,e2,Ses01M,OH  REALLY  IT'S A PITY YOU DIDN'T HAVE ANY BRANDY IT WOULD HAVE MADE YOU A LITTLE LESS DISAGREEABLE .
488,./wav_path/./wav_path/Ses01F_script03_2_M021.wav,e2,Ses01M,SNAP SNAP SNAP YOU KNOW YOU ARE LIKE A LITTLE ADDER .
489,./wav_path/./wav_path/Ses01F_script03_2_M022.wav,e2,Ses01M,NONSENSE THEY HAVE A BAG OF VENOM BEHIND THEIR FANGS . AND THEY . SNAP . THEY SNAP .
490,./wav_path/./wav_path/Ses01F_script03_2_M023.wav,e2,Ses01M,DID YOU SEE MUCH OF PETER BURDEN AFTER OUR DIVORCE .
491,./wav_path/./wav_path/Ses01F_script03_2_M024.wav,e2,Ses01M,AND . I SUPPOSE YOU LET HIM . KISS YOU A GOOD DEAL MORE THAN . TOO YES I SUPPOSE YOU GUYS HAD A RIOTOUS TIME HUH . ALL OUT NO RESTRAINT AT ALL . WELL YOU NEVER REALLY HAD MUCH ANYHOW .
492,./wav_path/./wav_path/Ses01F_script03_2_M025.wav,e2,Ses01M,I THINK I AM . NOT IN THE LEAST BIT DRUNK .
493,./wav_path/./wav_path/Ses01F_script03_2_M026.wav,e2,Ses01M,I  THINK I MENTIONED ONCE BEFORE THAT I'VE HAD THREE . MINUTE . LIQUOR GLASSES THE WHOLE EVENING LONG . A CHILD OF TWO CANNOT GET DRUNK ON THAT .
494,./wav_path/./wav_path/Ses01F_script03_2_M027.wav,e2,Ses01M,THAT'S VERY INTERESTING AMANDA . HOW  ABOUT A CHILD OF  FOUR  OR A CHILD OF SIX OR A CHILD OF NINE WE CAN GET A GOOD  LITTLE CONVERSATION GOING ON ABOUT THIS YOU KNOW INTEMPERATE TOTS .
495,./wav_path/./wav_path/Ses01F_script03_2_M029.wav,e2,Ses01M,LOOK YOU BETTER TURN THAT OFF  I DON'T WANT TO WAKE UP THE PEOPLE UPSTAIRS .
496,./wav_path/./wav_path/Ses01F_script03_2_M030.wav,e2,Ses01M,WELL THEN YOU'LL WAKE UP THE PEOPLE DOWNSTAIRS .
497,./wav_path/./wav_path/Ses01F_script03_2_M031.wav,e0,Ses01M,THIS IS NO TIME OF YEAR FOR TUNIS .
498,./wav_path/./wav_path/Ses01F_script03_2_M032.wav,e2,Ses01M,I WILL DO NO SUCH THING .
499,./wav_path/./wav_path/Ses01F_script03_2_M033.wav,e2,Ses01M,WILL YOU TURN THAT OFF . IT'S DRIVING ME MAD .
500,./wav_path/./wav_path/Ses01F_script03_2_M034.wav,e2,Ses01M,TURN . IT  OFF .
501,./wav_path/./wav_path/Ses01F_script03_2_M035.wav,e2,Ses01M,AMANDA LISTEN . LISTEN .
502,./wav_path/./wav_path/Ses01F_script03_2_M036.wav,e2,Ses01M,OH THAT'S VERY AMUSING INDEED .
503,./wav_path/./wav_path/Ses01F_script03_2_M037.wav,e2,Ses01M,YOU ARE . A . VILE ILL TEMPERED LOOSE LIVING . WICKED LITTLE BEAST AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS I LIVE .
504,./wav_path/./wav_path/Ses01F_script03_2_M038.wav,e2,Ses01M,YOU'RE NOT GOING LIKE THIS .
505,./wav_path/./wav_path/Ses01F_script03_2_M039.wav,e2,Ses01M,YOU'RE NOT .
506,./wav_path/./wav_path/Ses01F_script03_2_M040.wav,e2,Ses01M,SHUT  UP . SHUT UP . GOD I WOULDN'T MARRY YOU AGAIN . IF YOU CAME CRAWLING BACK TO ME ON A BENDED . KNEE . YOU ARE A VILE . ILL TEMPERED . MEAN LITTLE WENCH AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS . I LIVE .
507,./wav_path/./wav_path/Ses01M_impro01_F000.wav,e2,Ses01F,NEXT .
508,./wav_path/./wav_path/Ses01M_impro01_F001.wav,e2,Ses01F,MY WINDOW IS OPEN .
509,./wav_path/./wav_path/Ses01M_impro01_F007.wav,e2,Ses01F,NO I NEED YOUR ID TO GIVE YOU A SECOND ID .
510,./wav_path/./wav_path/Ses01M_impro01_F008.wav,e2,Ses01F,IT'S REALLY SIMPLE IF YOU HAVE A PROBLEM WITH IT MAYBE YOU SHOULD .
511,./wav_path/./wav_path/Ses01M_impro01_F011.wav,e2,Ses01F,WHAT DO YOU EXPECT ME TO DO .
512,./wav_path/./wav_path/Ses01M_impro01_F012.wav,e2,Ses01F,PROBABLY .
513,./wav_path/./wav_path/Ses01M_impro01_F019.wav,e2,Ses01F,DON'T RAISE YOUR VOICE WITH ME .
514,./wav_path/./wav_path/Ses01M_impro01_F020.wav,e2,Ses01F,DON'T TALK TO ME LIKE I'M A CHILD .
515,./wav_path/./wav_path/Ses01M_impro01_F021.wav,e2,Ses01F,DO YOU KNOW HOW LONG I'VE BEEN WORKING HERE . HOW  LONG HAVE YOU LIVED IN CALIFORNIA .
516,./wav_path/./wav_path/Ses01M_impro01_F022.wav,e2,Ses01F,MAYBE YOU NEVER BEEN TO THE D M V BEFORE  MAYBE YOU SHOULD GET BACK IN LINE YOU KNOW  WHAT SIT IN LINE AGAIN AND IF YOU GET MY NUMBER . ASK FOR DIFFERENT ONE .
517,./wav_path/./wav_path/Ses01M_impro01_F024.wav,e0,Ses01F,UH HUH  I DIDN'T COME HERE GET IN YELLING MATCH EITHER .
518,./wav_path/./wav_path/Ses01M_impro01_F025.wav,e0,Ses01F,THEY DON'T PAY ME ENOUGH TO DEAL PEOPLE LIKE YOU .
519,./wav_path/./wav_path/Ses01M_impro01_M003.wav,e0,Ses01M,YES JONES .
520,./wav_path/./wav_path/Ses01M_impro01_M010.wav,e0,Ses01M,NO I DON'T HAVE A PASSPORT .
521,./wav_path/./wav_path/Ses01M_impro01_M020.wav,e2,Ses01M,DID YOU EVEN LOOK AT THE FORM I FILLED IT OUT ALL THESE QUESTIONS .
522,./wav_path/./wav_path/Ses01M_impro01_M025.wav,e2,Ses01M,I AM NOT I'M NOT GETTING TO BACK THAT LINE .
523,./wav_path/./wav_path/Ses01M_impro01_M030.wav,e2,Ses01M,WHY .
524,./wav_path/./wav_path/Ses01M_impro01_M031.wav,e2,Ses01M,WHY BECAUSE I'M SICK OF TALKING TO YOU .
525,./wav_path/./wav_path/Ses01M_impro01_M032.wav,e2,Ses01M,CAUSE YOU'RE OBVIOUSLY NOT TALKING TO ME YOU'RE JUST YELLING AT ME BERATING ME AND TELLING ME I CAN'T FILL OUT FORMS RIGHT .
526,./wav_path/./wav_path/Ses01M_impro02_F000.wav,e0,Ses01F,WHAT'S HAPPENING .
527,./wav_path/./wav_path/Ses01M_impro02_F009.wav,e3,Ses01F,I DON'T EVEN KNOW WHAT TO TELL YOU .
528,./wav_path/./wav_path/Ses01M_impro02_F010.wav,e3,Ses01F,WHAT ABOUT THE BIRTHDAY PARTY .
529,./wav_path/./wav_path/Ses01M_impro02_F013.wav,e3,Ses01F,YOU'RE GOING WITH THE SAME ONES .
530,./wav_path/./wav_path/Ses01M_impro02_F015.wav,e3,Ses01F,IT'S NOT THE . SAME THOUGH .
531,./wav_path/./wav_path/Ses01M_impro02_F017.wav,e3,Ses01F,MM HMM  WE'LL BUILD A BUNKER AND . NEVER COME OUT .
532,./wav_path/./wav_path/Ses01M_impro02_F019.wav,e3,Ses01F,DON'T SAY THAT .
533,./wav_path/./wav_path/Ses01M_impro02_M000.wav,e0,Ses01M,HEY JOY COME IN HERE .
534,./wav_path/./wav_path/Ses01M_impro02_M001.wav,e3,Ses01M,I HAVE TO GO BACK .
535,./wav_path/./wav_path/Ses01M_impro02_M002.wav,e3,Ses01M,I JUST GOT A LETTER I HAVE TO GO BACK .
536,./wav_path/./wav_path/Ses01M_impro02_M003.wav,e3,Ses01M,FIRST THING TOMORROW MORNING .
537,./wav_path/./wav_path/Ses01M_impro02_M007.wav,e3,Ses01M,THE NATIONAL GUARD IS I  GUESS REALLY SPREAD THIN AND THEN EVERYONE HAS TO GO WE ALL HAVE TO GO BACK MY WHOLE COMPANIES GOING BACK .
538,./wav_path/./wav_path/Ses01M_impro02_M009.wav,e3,Ses01M,SO YEAH WE LEAVE TOMORROW .
539,./wav_path/./wav_path/Ses01M_impro02_M010.wav,e3,Ses01M,WE'RE ALL SHIPPING OUT .
540,./wav_path/./wav_path/Ses01M_impro02_M011.wav,e3,Ses01M,I JUST GOT I FEEL LIKE I'M IN SHOCK ACTUALLY .
541,./wav_path/./wav_path/Ses01M_impro02_M012.wav,e3,Ses01M,I DON'T KNOW .
542,./wav_path/./wav_path/Ses01M_impro02_M013.wav,e3,Ses01M,I GUESS YOU'RE JUST GOING TO HAVE TO . HAVE IT WITHOUT ME .
543,./wav_path/./wav_path/Ses01M_impro02_M014.wav,e3,Ses01M,HEY LISTEN IT'S GOING TO BE OKAY THOUGH ALL RIGHT .
544,./wav_path/./wav_path/Ses01M_impro02_M015.wav,e3,Ses01M,YOU'RE GOING TO BE FINE .
545,./wav_path/./wav_path/Ses01M_impro02_M016.wav,e3,Ses01M,I'M GOING TO BE FINE TOO OKAY .
546,./wav_path/./wav_path/Ses01M_impro02_M017.wav,e3,Ses01M,I KNOW  I HAVE A GOOD  I HAVE A REALLY GOOD GROUP OF GUYS WITH ME .
547,./wav_path/./wav_path/Ses01M_impro02_M018.wav,e3,Ses01M,WE'RE GOING TO BE OKAY .
548,./wav_path/./wav_path/Ses01M_impro02_M019.wav,e3,Ses01M,DO PROMISE ME YOU'RE GOING TO TAKE A LOT OF PICTURES .
549,./wav_path/./wav_path/Ses01M_impro02_M020.wav,e3,Ses01M,I KNOW .
550,./wav_path/./wav_path/Ses01M_impro02_M021.wav,e3,Ses01M,I JUST WISH THERE WAS SOMETHING I COULD DO .
551,./wav_path/./wav_path/Ses01M_impro02_M022.wav,e3,Ses01M,RUN AWAY .
552,./wav_path/./wav_path/Ses01M_impro02_M023.wav,e3,Ses01M,I REALLY DON'T WANT TO GO  I DON'T  WANT TO GO .
553,./wav_path/./wav_path/Ses01M_impro02_M025.wav,e3,Ses01M,I LOVE YOU .
554,./wav_path/./wav_path/Ses01M_impro03_F002.wav,e1,Ses01F,WHY .
555,./wav_path/./wav_path/Ses01M_impro03_F003.wav,e1,Ses01F,IS SHE ON THE RUN .
556,./wav_path/./wav_path/Ses01M_impro03_F004.wav,e1,Ses01F,OH SHE JUST NEEDS TO MARRY  YOU .
557,./wav_path/./wav_path/Ses01M_impro03_F005.wav,e1,Ses01F,THAT'S INCREDIBLE . THAT'S AWESOME WHERE'S SHE FROM MAYBE YOU CAN GET A DUAL CITIZENSHIP .
558,./wav_path/./wav_path/Ses01M_impro03_F006.wav,e1,Ses01F,THAT'S  SO COOL UH HUH .
559,./wav_path/./wav_path/Ses01M_impro03_F007.wav,e1,Ses01F,{LG} WHY DID  SHE PICK . YOU WHERE WERE YOU .
560,./wav_path/./wav_path/Ses01M_impro03_F008.wav,e1,Ses01F,YOU WERE AT A  PARTY  AND SHE'S LIKE . HEY  YOU SEEM UNATTACHED SHE'S  LIKE .
561,./wav_path/./wav_path/Ses01M_impro03_F009.wav,e1,Ses01F,THAT'S  UNBELIEVABLE  YEAH .
562,./wav_path/./wav_path/Ses01M_impro03_F010.wav,e1,Ses01F,WELL I'VE KNOWN PEOPLE . WHO . HAVE DONE THIS BEFORE  YEAH  YOU JUST IT'S . REALLY FUN ACTUALLY CAUSE YOU HAVE LIKE A FAKE ENGAGEMENT PARTY . AND ALL YOUR FRIENDS COME OVER . AND LIKE .
563,./wav_path/./wav_path/Ses01M_impro03_F011.wav,e1,Ses01F,YEAH  YEAH AND  THEN YEAH AND THEN YOU KNOW LIKE YOU COULD LIKE YOU COULD DO . LIKE . LIKE . SOCK HER FOR A LOT OF MONEY .
564,./wav_path/./wav_path/Ses01M_impro03_F012.wav,e1,Ses01F,LIKE MAKE HER RENT THE APARTMENT THAT YOU TWO HAVE TO LIVE TOGETHER IN  YOU KNOW  AND YOU WON'T PAY ANY RENT OR YOU PAY LIKE A HUNDRED BUCKS A MONTH OR SOMETHING .
565,./wav_path/./wav_path/Ses01M_impro03_F013.wav,e1,Ses01F,YEAH .
566,./wav_path/./wav_path/Ses01M_impro03_F014.wav,e1,Ses01F,DUDE YOU LUCKED OUT .
567,./wav_path/./wav_path/Ses01M_impro03_F015.wav,e1,Ses01F,YEAH  MY COLORS ARE BLUSH AND BEIGE WHAT IS IT . DO YOU KNOW .
568,./wav_path/./wav_path/Ses01M_impro03_F016.wav,e1,Ses01F,OH I  DON'T KNOW {LG} .
569,./wav_path/./wav_path/Ses01M_impro03_F017.wav,e0,Ses01F,I DON'T KNOW . GET IT IN CASH .
570,./wav_path/./wav_path/Ses01M_impro03_F018.wav,e0,Ses01F,YEAH .
571,./wav_path/./wav_path/Ses01M_impro03_F019.wav,e1,Ses01F,HOW EXCITING  YOU SHOULD HAVE A WEDDING ON THE BEACH .
572,./wav_path/./wav_path/Ses01M_impro03_F020.wav,e1,Ses01F,YEAH AT NIGHT .
573,./wav_path/./wav_path/Ses01M_impro03_F021.wav,e0,Ses01F,OH YEAH ABSOLUTELY ABSOLUTELY .
574,./wav_path/./wav_path/Ses01M_impro03_F022.wav,e1,Ses01F,HOW . EXCITING . YOU SHOULD MAKE HER BRING ALL YOUR FRIENDS TOO .
575,./wav_path/./wav_path/Ses01M_impro03_F023.wav,e1,Ses01F,{NS} . SHE'S GOT TO BE LOADED . FIFTY THOUSAND DOLLARS  THAT'S  INCREDIBLE .
576,./wav_path/./wav_path/Ses01M_impro03_F024.wav,e1,Ses01F,INCREDIBLE .
577,./wav_path/./wav_path/Ses01M_impro03_F025.wav,e1,Ses01F,YOU'RE A LUCKY LUCKY LUCKY MAN .
578,./wav_path/./wav_path/Ses01M_impro03_F026.wav,e1,Ses01F,OH TOTALLY . YEAH .
579,./wav_path/./wav_path/Ses01M_impro03_M000.wav,e1,Ses01M,THE CRAZIEST THING JUST HAPPENED TO ME .
580,./wav_path/./wav_path/Ses01M_impro03_M001.wav,e1,Ses01M,THIS . GIRL . SHE JUST OFFERED ME FIFTY THOUSAND DOLLARS TO MARRY HER .
581,./wav_path/./wav_path/Ses01M_impro03_M003.wav,e0,Ses01M,WELL SHE'S NOT A CITIZEN  SO SHE WANTS TO GET A VISA .
582,./wav_path/./wav_path/Ses01M_impro03_M004.wav,e1,Ses01M,NO NO NO NO NO NO SHE JUST . SHE'S NOT A CITIZEN BUT SHE WANTS HER VISA YEAH  SHE'S GOING TO PAY ME FIFTY THOUSAND DOLLARS TO MARRY HER AND STAY MARRIED TO  HER . FOR  TWO YEARS .
583,./wav_path/./wav_path/Ses01M_impro03_M005.wav,e1,Ses01M,THAT'S LIKE TWENTY FIVE THOUSAND DOLLAR A YEAR FOR DOING NOTHING . ISN'T THAT AWESOME .
584,./wav_path/./wav_path/Ses01M_impro03_M006.wav,e0,Ses01M,SHE'S ACTUALLY FROM . ENGLAND I THINK WELL SHE SHE . SPOKE ENGLISH BUT SHE HAD AN ACCENT I DIDN'T EVEN  ASK .
585,./wav_path/./wav_path/Ses01M_impro03_M007.wav,e1,Ses01M,FIFTY THOUSAND DOLLARS . FIFTY THOUSAND DOLLARS I  WAS JUST OUT I JUST . SHE'S WELL SHE'S A FRIEND OF FRIEND BUT LIKE .
586,./wav_path/./wav_path/Ses01M_impro03_M008.wav,e1,Ses01M,YEAH . CAN YOU BELIEVE . THAT YEAH SHE'S LIKE HEY I'M LIKE SURE I'LL DO IT I DON'T CARE . YEAH I'M . LIKE FIFTY THOUSAND DOLLARS I'D TOTALLY DO IT FOR FIFTY THOUSAND DOLLARS . BUT THE ONLY THING IS THAT'S KIND OF LIKE ILLEGAL  SO  LIKE I COULD  GO TO JAIL PROBABLY FOR A LONG IF . I GET CAUGHT  BUT .
587,./wav_path/./wav_path/Ses01M_impro03_M010.wav,e1,Ses01M,IT'S LIKE I'M REALLY GOING TO GET MARRIED WE'LL HAVE LIKE THE WHOLE THING .
588,./wav_path/./wav_path/Ses01M_impro03_M011.wav,e1,Ses01M,OH GOOD  {LG} .
589,./wav_path/./wav_path/Ses01M_impro03_M012.wav,e1,Ses01M,I KNOW WHAT DO YOU THINK I SHOULD .
590,./wav_path/./wav_path/Ses01M_impro03_M013.wav,e1,Ses01M,OH GOOD . IDEA .
591,./wav_path/./wav_path/Ses01M_impro03_M014.wav,e0,Ses01M,YEAH MAKE HER LIKE . OPEN THE BANK ACCOUNT AND STUFF TOO .
592,./wav_path/./wav_path/Ses01M_impro03_M015.wav,e1,Ses01M,IT'S A GOOD IDEA .
593,./wav_path/./wav_path/Ses01M_impro03_M016.wav,e1,Ses01M,I KNOW  ALSO I GET TO LIKE PLAN THE WEDDING NOW TOO THAT WILL BE FUN .
594,./wav_path/./wav_path/Ses01M_impro03_M017.wav,e1,Ses01M,SOMETHING BLUE SOMETHING NEW  SOMETHING . NO I DON'T KNOW {LG}  SO YEAH . WONDER IF SHE'S GOING TO PAY ME UP FRONT BUT DO YOU THINK IT'S BAD THOUGH DO YOU THINK THEY'RE GOING TO LIKE TRACK THE MONEY OR SOMETHING .
595,./wav_path/./wav_path/Ses01M_impro03_M018.wav,e0,Ses01M,JUST CASH HARDCORE .
596,./wav_path/./wav_path/Ses01M_impro03_M019.wav,e1,Ses01M,WHAT SHOULD WE DO WHERE SHOULD WE GET MARRIED . WE SHOULD HAVE PARTY .
597,./wav_path/./wav_path/Ses01M_impro03_M020.wav,e1,Ses01M,YEAH  LIKE A  BIG LIKE . A WEDDING ON THE BEACH THAT WOULD BE . NICE .
598,./wav_path/./wav_path/Ses01M_impro03_M021.wav,e0,Ses01M,AND THEN WE CAN HONEYMOON . I WANT TO GO TROPICAL THOUGH LIKE BAHAMAS OR LIKE TAHITI OR SOMETHING . I JUST WANT TO LIKE BEACH  AND . LIKE . DRINK .
599,./wav_path/./wav_path/Ses01M_impro03_M022.wav,e1,Ses01M,I'LL MAKE HER PAY FOR THAT I HEAR SHE'S LIKE TOTALLY . WEALTHY SHE'S LIKE . ROYALTY OR SOMETHING LIKE . AND  WHATEVER LIKE REMOVED OR SOMETHING BUT YEAH .
600,./wav_path/./wav_path/Ses01M_impro03_M023.wav,e1,Ses01M,I'M GOING TO MARRY A BLUE BLOOD . {LG} .
601,./wav_path/./wav_path/Ses01M_impro03_M024.wav,e1,Ses01M,WILL YOU HELP ME PLAN .
602,./wav_path/./wav_path/Ses01M_impro04_F000.wav,e0,Ses01F,YOU SEEM KIND OF DOWN .
603,./wav_path/./wav_path/Ses01M_impro04_F002.wav,e0,Ses01F,WHAT DO YOU MEAN .
604,./wav_path/./wav_path/Ses01M_impro04_F003.wav,e0,Ses01F,THERE'S A LOT OF PEOPLE LOOKING FOR JOBS .
605,./wav_path/./wav_path/Ses01M_impro04_F004.wav,e0,Ses01F,I DON'T KNOW I MEAN I JUST DON'T THINK .
606,./wav_path/./wav_path/Ses01M_impro04_F005.wav,e0,Ses01F,DID YOU EVER THINK IT MIGHT BE YOUR  ATTITUDE . THAT'S .
607,./wav_path/./wav_path/Ses01M_impro04_F006.wav,e0,Ses01F,I DON'T KNOW JUST  SOMETIMES YOU GET KIND OF NO  I'M NOT SAYING THAT I JUST .
608,./wav_path/./wav_path/Ses01M_impro04_F007.wav,e0,Ses01F,HAS ANYONE EVER JUST SAID ANYTHING LIKE THAT TO YOU  BEFORE .
609,./wav_path/./wav_path/Ses01M_impro04_F008.wav,e0,Ses01F,RIGHT SURE .
610,./wav_path/./wav_path/Ses01M_impro04_F009.wav,e0,Ses01F,BUT I MEAN YOU  KIND OF . GOT TO YOU GOT TO FAKE IT TIL YOU FEEL IT RIGHT .
611,./wav_path/./wav_path/Ses01M_impro04_F010.wav,e0,Ses01F,I'M JUST SAYING THAT IF I WAS LOOKING TO HIRE SOMEBODY IN THE  OR KIND  OF . NO NO NO .
612,./wav_path/./wav_path/Ses01M_impro04_F011.wav,e0,Ses01F,NO  I'M JUST SAYING THOUGH . THAT IF I WAS A  PERSON WHO WAS HIRING SOMEBODY I . WOULD NOT HIRE SOMEONE WHO WAS  ANGRY  OR . UPSET .
613,./wav_path/./wav_path/Ses01M_impro04_F012.wav,e0,Ses01F,NO .
614,./wav_path/./wav_path/Ses01M_impro04_F013.wav,e0,Ses01F,WELL . YOU KNOW  A LITTLE . IF YOU WERE TO LISTEN TO .
615,./wav_path/./wav_path/Ses01M_impro04_F014.wav,e0,Ses01F,I JUST DON'T WANT YOU TO FLY OFF THE HANDLE .
616,./wav_path/./wav_path/Ses01M_impro04_F015.wav,e0,Ses01F,YOU KIND OF HAVE A SHORT . FUSE .
617,./wav_path/./wav_path/Ses01M_impro04_F016.wav,e0,Ses01F,YEAH .
618,./wav_path/./wav_path/Ses01M_impro04_F017.wav,e0,Ses01F,LIKE  THIS RIGHT NOW WE'RE TRYING HAVE A CONVERSATION .
619,./wav_path/./wav_path/Ses01M_impro04_F018.wav,e0,Ses01F,WE'RE TRYING TO HAVE A CONVERSATION AND YOU SEEM EXTREMELY HOSTILE YOU  KEEP CUTTING . ME OFF .
620,./wav_path/./wav_path/Ses01M_impro04_F019.wav,e0,Ses01F,I CAN'T FINISH THE SENTENCE WITH YOU WITHOUT YOU JUMPING IN .
621,./wav_path/./wav_path/Ses01M_impro04_F020.wav,e0,Ses01F,AND YOU'RE ALWAYS RIGHT .
622,./wav_path/./wav_path/Ses01M_impro04_F021.wav,e0,Ses01F,YOU HAVE AN EXCUSE FOR EVERYTHING .
623,./wav_path/./wav_path/Ses01M_impro04_F022.wav,e0,Ses01F,I'M JUST SAYING THAT MAYBE YOU SHOULD . TAKE IN SOME INFORMATION BEFORE YOU PRODUCE MORE OF YOUR OWN .
624,./wav_path/./wav_path/Ses01M_impro04_F023.wav,e0,Ses01F,{BR} .
625,./wav_path/./wav_path/Ses01M_impro04_F025.wav,e0,Ses01F,WELL WHAT KIND OF FIELD ARE YOU LOOKING TO GO INTO .
626,./wav_path/./wav_path/Ses01M_impro04_M014.wav,e2,Ses01M,WHAT .
627,./wav_path/./wav_path/Ses01M_impro04_M018.wav,e2,Ses01M,OKAY OKAY NO NO NO NO OKAY NO I NEED TO HEAR THIS MORE COME ON BRING IT .
628,./wav_path/./wav_path/Ses01M_impro04_M023.wav,e2,Ses01M,I'M LIKE A SPONGE I'M LIKE SOAKED UP WITH ALL THIS INFORMATION FOR LIKE THREE YEARS I'M JUST DYING FOR A JOB TO LIKE PUT IT IN TO .
629,./wav_path/./wav_path/Ses01M_impro04_M025.wav,e0,Ses01M,THAT'S IT .
630,./wav_path/./wav_path/Ses01M_impro05_F000.wav,e0,Ses01F,CAN I HELP YOU .
631,./wav_path/./wav_path/Ses01M_impro05_F001.wav,e0,Ses01F,I NEED A LITTLE MORE INFORMATION .
632,./wav_path/./wav_path/Ses01M_impro05_F002.wav,e0,Ses01F,WHAT . WHAT FLIGHT DID YOU COME IN ON .
633,./wav_path/./wav_path/Ses01M_impro05_F003.wav,e0,Ses01F,GEORGIA .
634,./wav_path/./wav_path/Ses01M_impro05_F004.wav,e0,Ses01F,THERE'S NO NEED  FOR YOU TO RAISE YOUR VOICE SIR .
635,./wav_path/./wav_path/Ses01M_impro05_F005.wav,e0,Ses01F,I'VE BEEN COLLEGE EDUCATED .
636,./wav_path/./wav_path/Ses01M_impro05_F006.wav,e0,Ses01F,I SPEAK  YOUR LANGUAGE .
637,./wav_path/./wav_path/Ses01M_impro05_F007.wav,e0,Ses01F,I'M JUST SAYING YOU DON'T NEED TO TALK TO ME LIKE . I .
638,./wav_path/./wav_path/Ses01M_impro05_F011.wav,e0,Ses01F,DETAILS DETAILS . WELL ANYHOW  CAN I .
639,./wav_path/./wav_path/Ses01M_impro05_F012.wav,e0,Ses01F,SO YOU FLEW IN FROM ATLANTA .
640,./wav_path/./wav_path/Ses01M_impro05_F013.wav,e0,Ses01F,FOUR . FOUR HOURS AGO .
641,./wav_path/./wav_path/Ses01M_impro05_F014.wav,e0,Ses01F,DO YOU HAVE ANY I .
642,./wav_path/./wav_path/Ses01M_impro05_F015.wav,e0,Ses01F,I  WOULDN'T LET YOU I WAS NOT IN ATLANTA I WAS NOT IN ATLANTA .
643,./wav_path/./wav_path/Ses01M_impro05_F016.wav,e0,Ses01F,I HAD NOTHING TO DO WITH THE BOARDING ATTENDANCE  I'M SORRY THAT YOUR SEAT WAS . WHEREVER IT WAS .
644,./wav_path/./wav_path/Ses01M_impro05_F017.wav,e0,Ses01F,I HAVE SOME UNFORTUNATE NEWS . UH THAT YOUR BAG ISN'T GOING TO BE .
645,./wav_path/./wav_path/Ses01M_impro05_F018.wav,e0,Ses01F,ARRIVING ANY TIME SOON .
646,./wav_path/./wav_path/Ses01M_impro05_F019.wav,e0,Ses01F,I'M REALLY SORRY TO TELL YOU THIS BUT .
647,./wav_path/./wav_path/Ses01M_impro05_F020.wav,e0,Ses01F,IT'S NOT I CAN OFFER YOU FIFTY DOLLARS  AND A REIMBURSEMENT GIFT CARDS FOR  OUR AIRLINE .
648,./wav_path/./wav_path/Ses01M_impro05_F021.wav,e0,Ses01F,AND YOUR FUTURE .
649,./wav_path/./wav_path/Ses01M_impro05_F022.wav,e0,Ses01F,NO .
650,./wav_path/./wav_path/Ses01M_impro05_F023.wav,e0,Ses01F,YES .
